00:02:00,9,20
00:32:00,13,18
00:17:00,0,20
00:52:00,13,18
01:02:00,13,18
01:15:00,13,18
05:17:00,0,20
05:32:00,0,20
05:47:00,0,20
06:02:00,0,20
06:20:00,5,20
06:17:00,0,20
06:26:00,0,20
06:33:00,0,20
06:39:00,0,20
06:45:00,0,20
06:51:00,0,20
06:57:00,0,20
07:03:00,0,20
07:09:00,0,20
07:15:00,0,20
07:21:00,0,20
07:27:00,0,20
07:33:00,0,20
07:39:00,0,20
07:46:00,0,20
08:12:00,13,18
08:53:00,0,20
09:00:00,0,20
09:07:00,0,20
09:14:00,0,20
09:21:00,0,20
09:28:00,0,20
09:35:00,0,20
09:42:00,0,20
09:49:00,0,20
09:56:00,0,20
10:03:00,0,20
10:10:00,0,20
10:17:00,0,20
10:24:00,0,20
10:31:00,0,20
10:38:00,0,20
10:45:00,0,20
10:52:00,0,20
10:59:00,0,20
11:06:00,0,20
11:13:00,0,20
11:20:00,0,20
11:27:00,0,20
11:34:00,0,20
11:41:00,0,20
11:48:00,0,20
11:55:00,0,20
12:02:00,0,20
12:09:00,0,20
12:16:00,0,20
12:23:00,0,20
12:30:00,0,20
12:37:00,0,20
12:44:00,0,20
12:52:00,0,20
13:00:00,0,20
13:08:00,0,20
13:16:00,0,20
13:25:00,0,20
13:31:00,0,20
13:38:00,0,20
13:45:00,0,20
13:52:00,0,20
13:59:00,0,20
14:06:00,0,20
14:13:00,0,20
14:20:00,0,20
14:27:00,0,20
14:34:00,0,20
14:41:00,0,20
14:48:00,0,20
14:55:00,0,20
15:02:00,0,20
15:09:00,0,20
15:16:00,0,20
15:23:00,0,20
15:30:00,0,20
15:37:00,0,20
15:44:00,0,20
15:51:00,0,20
15:58:00,0,20
16:05:00,0,20
16:12:00,0,20
16:19:00,0,20
16:26:00,0,20
16:33:00,0,20
16:40:00,0,20
16:47:00,0,20
16:54:00,0,20
17:01:00,0,20
17:08:00,0,20
17:15:00,0,20
17:22:00,0,20
17:29:00,0,20
17:36:00,0,20
17:43:00,0,20
17:50:00,0,20
17:57:00,0,20
18:04:00,0,20
18:11:00,0,20
18:18:00,0,20
18:25:00,0,20
18:32:00,0,20
18:39:00,0,20
18:46:00,0,20
18:53:00,0,20
19:00:00,0,20
19:07:00,0,20
19:15:00,0,20
19:23:00,0,20
19:48:00,13,18
19:31:00,0,20
19:38:00,0,20
20:02:00,13,18
19:46:00,0,20
19:53:00,0,20
20:17:00,13,18
20:01:00,0,20
20:23:00,13,18
20:08:00,0,20
20:16:00,0,20
20:42:00,13,18
20:24:00,0,20
20:34:00,0,20
20:47:00,0,20
21:12:00,0,13
21:18:00,0,18
21:02:00,0,20
21:17:00,0,20
21:32:00,0,20
22:02:00,13,18
21:47:00,0,20
22:20:00,13,18
22:02:00,0,20
22:17:00,0,20
22:38:00,13,18
22:31:00,0,18
22:47:00,0,20
23:17:00,0,20
23:47:00,0,9

00:01:00,9,0
00:20:00,20,0
04:38:00,18,13
04:42:00,18,13
04:45:00,18,9
04:49:00,18,9
04:52:00,18,13
04:55:00,18,13
04:58:00,18,13
05:04:00,5,0
05:00:00,18,0
05:01:00,18,9
05:05:00,18,9
05:08:00,18,13
05:11:00,18,13
05:12:00,20,0
05:27:00,20,0
05:40:00,18,0
05:42:00,20,0
05:50:00,18,9
05:52:00,18,0
05:57:00,18,13
05:57:00,20,0
06:02:00,18,13
06:06:00,18,9
06:07:00,18,0
06:08:00,18,13
06:09:00,18,13
06:11:00,18,9
06:13:00,18,13
06:12:00,20,0
06:17:00,18,13
06:21:00,18,9
06:23:00,18,13
06:22:00,20,0
06:28:00,20,0
06:34:00,20,0
06:40:00,20,0
06:46:00,20,0
06:52:00,20,0
06:58:00,20,0
07:03:00,18,13
07:03:00,20,0
07:10:00,20,0
07:16:00,20,0
07:22:00,20,0
07:28:00,20,0
07:34:00,20,0
07:40:00,20,0
07:47:00,20,0
07:54:00,20,0
08:01:00,20,0
08:08:00,20,0
08:15:00,20,0
08:22:00,20,0
08:29:00,20,0
08:36:00,20,0
08:43:00,20,0
08:50:00,20,0
08:57:00,20,0
09:04:00,20,0
09:11:00,20,0
09:18:00,20,0
09:25:00,20,0
09:32:00,20,0
09:39:00,20,0
09:46:00,20,0
09:53:00,20,0
10:00:00,20,0
10:07:00,20,0
10:14:00,20,0
10:21:00,20,0
10:28:00,20,0
10:35:00,20,0
10:42:00,20,0
10:49:00,20,0
10:56:00,20,0
11:03:00,20,0
11:10:00,20,0
11:17:00,20,0
11:24:00,20,0
11:31:00,20,0
11:38:00,20,0
11:45:00,20,0
11:52:00,20,0
11:59:00,20,0
12:06:00,20,0
12:13:00,20,0
12:20:00,20,0
12:27:00,20,0
12:34:00,20,0
12:41:00,20,0
12:48:00,20,0
12:55:00,20,0
12:62:00,20,0
13:09:00,20,0
13:16:00,20,0
13:23:00,20,0
13:30:00,20,0
13:37:00,20,0
13:44:00,20,0
13:51:00,20,0
13:58:00,20,0
14:05:00,20,0
14:12:00,20,0
14:19:00,20,0
14:26:00,20,0
14:33:00,20,0
14:40:00,20,0
14:47:00,20,0
14:54:00,20,0
15:01:00,20,0
15:08:00,20,0
15:15:00,20,0
15:22:00,20,0
15:29:00,20,0
15:36:00,20,0
15:43:00,20,0
15:50:00,20,0
15:57:00,20,0
16:04:00,20,0
16:11:00,20,0
16:18:00,20,0
16:25:00,20,0
16:32:00,20,0
16:39:00,20,0
16:46:00,20,0
16:53:00,20,0
17:00:00,20,0
17:07:00,20,0
17:14:00,20,0
17:21:00,20,0
17:28:00,20,0
17:35:00,20,0
17:42:00,20,0
17:49:00,20,0
17:56:00,20,0
18:03:00,20,0
18:10:00,20,0
18:17:00,20,0
18:24:00,20,0
18:31:00,20,0
18:38:00,20,0
18:45:00,20,0
18:52:00,20,0
19:00:00,20,0
19:08:00,20,0
19:16:00,20,0
19:24:00,20,0
19:32:00,20,0
19:41:00,20,0
19:51:00,20,0
20:01:00,20,0
20:12:00,20,0
20:27:00,20,0
20:42:00,20,0
20:57:00,20,0
21:12:00,20,0
21:27:00,20,0
21:42:00,20,0
21:57:00,20,0
22:12:00,20,0
22:44:00,9,5
22:42:00,20,0
23:12:00,20,0
23:42:00,20,9




